term,term_code,course_code,course_title,section,crn,meeting_schedule,location,location_status,instructor,schedule_type_code,class_status,cab_status_code,cancelled,start_date,end_date,cab_schedule_and_location,source_url
Fall 2026,202610,CSCI 1970,Individual Independent Study,VK,11364,TBA,TBA,TBA,V. Kemerlis,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1970,Individual Independent Study,YC,11365,TBA,TBA,TBA,Y. Cheng,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1970,Individual Independent Study,ZIZ,11366,TBA,TBA,TBA,M. Zizyte,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,AL,11367,TBA,TBA,TBA,A. Lysyanskaya,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,AMY,11368,TBA,TBA,TBA,A. Greenwald,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,AVD,11369,TBA,TBA,TBA,A. van Dam,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,BJM,11370,TBA,TBA,TBA,B. Meier,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,BR,11371,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,CET,11372,TBA,TBA,TBA,U. Cetintemel,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,EC,11373,TBA,TBA,TBA,E. Charniak,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,EU,11374,TBA,TBA,TBA,E. Upfal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,GDK,11375,TBA,TBA,TBA,G. Konidaris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,GT,11376,TBA,TBA,TBA,G. Taubin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,HCI,11377,TBA,TBA,TBA,J. Huang,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,HUG,11378,TBA,TBA,TBA,J. Hughes,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,JES,11379,TBA,TBA,TBA,J. Savage,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,JHT,11380,TBA,TBA,TBA,J. Tompkin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,JJ,11381,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,KAM,11382,TBA,TBA,TBA,S. Kamara,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,LAI,11383,TBA,TBA,TBA,D. Laidlaw,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,LIT,11384,TBA,TBA,TBA,M. Littman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,MPH,11385,TBA,TBA,TBA,M. Herlihy,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,PFF,11386,TBA,TBA,TBA,P. Felzenszwalb,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,PNK,11387,TBA,TBA,TBA,P. Klein,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,PV,11388,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,RF,11389,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,RT,11390,TBA,TBA,TBA,R. Tamassia,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,SBZ,11391,TBA,TBA,TBA,S. Zdonik,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,SI,11392,TBA,TBA,TBA,S. Istrail,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,SK,11393,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,SPR,11394,TBA,TBA,TBA,S. Reiss,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,TK,11395,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,TLX,11396,TBA,TBA,TBA,S. Tellex,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1971,Independent Study in 2D Game Engines,TWD,11397,TBA,TBA,TBA,T. Doeppner,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,AL,11398,TBA,TBA,TBA,A. Lysyanskaya,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,AMY,11399,TBA,TBA,TBA,A. Greenwald,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,AN,11400,TBA,TBA,TBA,A. Narayan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,AVD,11401,TBA,TBA,TBA,A. van Dam,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,BAI,11402,TBA,TBA,TBA,C. Eickhoff,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,BJM,11403,TBA,TBA,TBA,B. Meier,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,BR,11404,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,CB,11405,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,CET,11406,TBA,TBA,TBA,U. Cetintemel,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,CIG,11407,TBA,TBA,TBA,I. Gonsher,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,CJK,11408,TBA,TBA,TBA,C. Klivans,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,DLS,11409,TBA,TBA,TBA,D. Stanford,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,DPW,11410,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,DR,11411,TBA,TBA,TBA,D. Ritchie,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,EC,11412,TBA,TBA,TBA,E. Charniak,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,EU,11413,TBA,TBA,TBA,E. Upfal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,FP,11414,TBA,TBA,TBA,F. Preparata,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,GDK,11415,TBA,TBA,TBA,G. Konidaris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,GT,11416,TBA,TBA,TBA,G. Taubin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,HCI,11417,TBA,TBA,TBA,J. Huang,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,HUG,11418,TBA,TBA,TBA,J. Hughes,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,JES,11419,TBA,TBA,TBA,J. Savage,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,JHT,11420,TBA,TBA,TBA,J. Tompkin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,JJ,11421,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,KAM,11422,TBA,TBA,TBA,S. Kamara,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,KF,11423,TBA,TBA,TBA,K. Fisler,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,LAI,11424,TBA,TBA,TBA,D. Laidlaw,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,LDS,11425,TBA,TBA,TBA,L. De Stefani,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,LIT,11426,TBA,TBA,TBA,M. Littman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,MPH,11427,TBA,TBA,TBA,M. Herlihy,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,MS,11428,TBA,TBA,TBA,M. Schwarzkopf,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,NLU,11429,TBA,TBA,TBA,E. Pavlick,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,PFF,11430,TBA,TBA,TBA,P. Felzenszwalb,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,PNK,11431,TBA,TBA,TBA,P. Klein,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,PV,11432,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,RF,11433,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,RIB,11434,TBA,TBA,TBA,R. Bahar,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,RL,13514,TBA,TBA,TBA,R. Lewis,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,RSN,11435,TBA,TBA,TBA,R. Singh,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,RT,11436,TBA,TBA,TBA,R. Tamassia,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SB,11437,TBA,TBA,TBA,S. Bach,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SBZ,11438,TBA,TBA,TBA,S. Zdonik,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SI,11439,TBA,TBA,TBA,S. Istrail,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SK,11440,TBA,TBA,TBA,S. Krishnamurthi,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SPR,11441,TBA,TBA,TBA,S. Reiss,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,SW,11442,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TAB,11443,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TBN,11444,TBA,TBA,TBA,T. Nelson,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TE,11445,TBA,TBA,TBA,T. Edgar,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TK,11446,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TLX,11447,TBA,TBA,TBA,S. Tellex,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TS,11448,TBA,TBA,TBA,T. Serre,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,TWD,11449,TBA,TBA,TBA,T. Doeppner,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 1973,Independent Study,VK,11450,TBA,TBA,TBA,V. Kemerlis,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2200,Cybersecurity Law and Policy,S01,14274,M 3pm-5:30pm,CIT Center (Thomas Watson CIT) 316,Physical location published,E. Zaldivar,S,Active,A,false,2026-09-09,2026-12-21,M 3pm-5:30pm in CIT Center (Thomas Watson CIT) 316,https://cab.brown.edu/
Fall 2026,202610,CSCI 2200,Cybersecurity Law and Policy,S02,15881,,Online,Online,T. Edgar,S,Active,A,false,2026-09-09,2026-12-21,Course offered online,https://cab.brown.edu/
Fall 2026,202610,CSCI 2200,Cybersecurity Law and Policy,S03,15939,TBA,TBA,TBA,E. Zaldivar,S,Cancelled,C,true,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2230,Computer Graphics,S01,14276,TTh 10:30am-11:50am,Friedman Hall 202,Physical location published,D. Ritchie,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in Friedman Hall 202,https://cab.brown.edu/
Fall 2026,202610,CSCI 2370,Interdisciplinary Scientific Visualization,S01,14277,TTh 10:30am-11:50am,CIT Center (Thomas Watson CIT) 269,Physical location published,D. Laidlaw,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in CIT Center (Thomas Watson CIT) 269,https://cab.brown.edu/
Fall 2026,202610,CSCI 2470,Deep Learning,S01,14278,TTh 1pm-2:20pm,Friedman Hall 202,Physical location published,C. Sun,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in Friedman Hall 202,https://cab.brown.edu/
Fall 2026,202610,CSCI 2540,Advanced Probabilistic Methods in Computer Science,S01,15948,TTh 2:30pm-3:50pm,CIT Center (Thomas Watson CIT) 368,Physical location published,E. Upfal,S,Active,A,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in CIT Center (Thomas Watson CIT) 368,https://cab.brown.edu/
Fall 2026,202610,CSCI 2640,AI and Cybersecurity Policy,S01,14279,W 3pm-5:30pm,CIT Center (Thomas Watson CIT) 101,Physical location published,D. Hurley,S,Active,A,false,2026-09-09,2026-12-21,W 3pm-5:30pm in CIT Center (Thomas Watson CIT) 101,https://cab.brown.edu/
Fall 2026,202610,CSCI 2640,AI and Cybersecurity Policy,S02,15954,,Online,Online,D. Hurley,S,Active,A,false,2026-09-09,2026-12-21,Course offered online,https://cab.brown.edu/
Fall 2026,202610,CSCI 2670,Operating Systems,S01,14280,MW 3pm-4:20pm,85 Waterman Street 130,Physical location published,M. Schwarzkopf,S,Active,A,false,2026-09-09,2026-12-21,MW 3pm-4:20pm in 85 Waterman Street 130,https://cab.brown.edu/
Fall 2026,202610,CSCI 2810,Advanced Computational Molecular Biology,S01,14282,TTh 2:30pm-3:50pm,CIT Center (Thomas Watson CIT) 241,Physical location published,S. Istrail,S,Active,A,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in CIT Center (Thomas Watson CIT) 241,https://cab.brown.edu/
Fall 2026,202610,CSCI 2890,Comprehensive Examination Preparation,S01,13300,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2951X,Reintegrating AI,S01,16026,TTh 1pm-2:20pm,CIT Center (Thomas Watson CIT) 241,Physical location published,G. Konidaris,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in CIT Center (Thomas Watson CIT) 241,https://cab.brown.edu/
Fall 2026,202610,CSCI 2952C,Learning with Limited Labeled Data,S01,14284,TTh 1pm-2:20pm,CIT Center (Thomas Watson CIT) 316,Physical location published,S. Bach,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in CIT Center (Thomas Watson CIT) 316,https://cab.brown.edu/
Fall 2026,202610,CSCI 2952L,Special Topics in Secure Computation,S01,15634,W 3pm-5:30pm,CIT Center (Thomas Watson CIT) 241,Physical location published,P. Miao,S,Active,A,false,2026-09-09,2026-12-21,W 3pm-5:30pm in CIT Center (Thomas Watson CIT) 241,https://cab.brown.edu/
Fall 2026,202610,CSCI 2952X,Research Topics in Self Supervised Learning and World Models,S01,14286,TTh 9am-10:20am,CIT Center (Thomas Watson CIT) 368,Physical location published,R. Balestriero,S,Active,A,false,2026-09-09,2026-12-21,TTh 9am-10:20am in CIT Center (Thomas Watson CIT) 368,https://cab.brown.edu/
Fall 2026,202610,CSCI 2952Y,Special Topics in Computational Design and Fabrication,S01,15687,MF 9am-10:20am,CIT Center (Thomas Watson CIT) 316,Physical location published,A. Schulz,S,Active,A,false,2026-09-09,2026-12-21,MF 9am-10:20am in CIT Center (Thomas Watson CIT) 316,https://cab.brown.edu/
Fall 2026,202610,CSCI 2953B,So you think you want to govern AI?,S01,14926,M 3pm-5:30pm,CIT Center (Thomas Watson CIT) 101,Physical location published,S. Venkatasubramanian,S,Active,A,false,2026-09-09,2026-12-21,M 3pm-5:30pm in CIT Center (Thomas Watson CIT) 101,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,AL,11451,TBA,TBA,TBA,A. Lysyanskaya,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,AMY,11452,TBA,TBA,TBA,A. Greenwald,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,AN,16255,TBA,TBA,TBA,A. Narayan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,AS,11453,TBA,TBA,TBA,A. Schulz,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,AVD,11454,TBA,TBA,TBA,A. van Dam,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,BAI,11455,TBA,TBA,TBA,C. Eickhoff,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,BJM,11456,TBA,TBA,TBA,B. Meier,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,BOO,11457,TBA,TBA,TBA,S. Booth,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,BP,11458,TBA,TBA,TBA,B. Palazzi,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,BR,11459,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,CET,11460,TBA,TBA,TBA,U. Cetintemel,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,CIG,11461,TBA,TBA,TBA,I. Gonsher,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,CMB,11462,TBA,TBA,TBA,S. Ramachandran,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,CS,11463,TBA,TBA,TBA,C. Sun,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,DEH,11464,TBA,TBA,TBA,E. Hershkowitz,I,Full,F,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,DER,11465,TBA,TBA,TBA,D. Raghavan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,DF,11466,TBA,TBA,TBA,D. Freed,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,DH,15811,TBA,TBA,TBA,D. Hurley,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,DR,11467,TBA,TBA,TBA,D. Ritchie,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,EC,11468,TBA,TBA,TBA,E. Charniak,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,EU,11469,TBA,TBA,TBA,E. Upfal,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,EZ,11470,TBA,TBA,TBA,E. Zaldivar,I,Full,F,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,FAI,11471,TBA,TBA,TBA,S. Venkatasubramanian,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,GDK,11472,TBA,TBA,TBA,G. Konidaris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,GT,11473,TBA,TBA,TBA,G. Taubin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,HCI,11474,TBA,TBA,TBA,J. Huang,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,HS,11475,TBA,TBA,TBA,H. Suresh,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,HUG,11476,TBA,TBA,TBA,J. Hughes,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,JES,11477,TBA,TBA,TBA,J. Savage,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,JHT,11478,TBA,TBA,TBA,J. Tompkin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,JN,11479,TBA,TBA,TBA,J. Netter,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,KAM,11480,TBA,TBA,TBA,S. Kamara,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,KB,11481,TBA,TBA,TBA,K. Bergen,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,KF,11482,TBA,TBA,TBA,K. Fisler,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,LAI,11483,TBA,TBA,TBA,D. Laidlaw,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,LDS,11484,TBA,TBA,TBA,L. De Stefani,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,CSCI 2980,Reading and Research,LIT,11485,TBA,TBA,TBA,M. Littman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
