term,term_code,course_code,course_title,section,crn,meeting_schedule,location,location_status,instructor,schedule_type_code,class_status,cab_status_code,cancelled,start_date,end_date,cab_schedule_and_location,source_url
Fall 2026,202610,AFRI 0090,An Introduction to Africana Studies,S01,15141,TTh 10:30am-11:50am,CIT Center (Thomas Watson CIT) 227,Physical location published,K. Blain,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in CIT Center (Thomas Watson CIT) 227,https://cab.brown.edu/
Fall 2026,202610,AFRI 1111,Systemic Racism and Modes of Resilience,S01,15142,MWF 1pm-1:50pm,Alumnae Hall CRYSTAL,Physical location published,T. Rose,S,Active,A,false,2026-09-09,2026-12-21,MWF 1pm-1:50pm in Alumnae Hall CRYSTAL,https://cab.brown.edu/
Fall 2026,202610,AFRI 1112,What's Popping: The Contemporary Black Theatre Workshop,S01,15622,TTh 2:30pm-3:50pm,Churchill House BASSPA AUD,Physical location published,L. Biggs,S,Active,A,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in Churchill House BASSPA AUD,https://cab.brown.edu/
Fall 2026,202610,AFRI 1232,"Listening Closely to Bob Marley and the Wailers: Race, Religion and Radicalism in the Seventies",S01,15258,TTh 1pm-2:20pm,"Stephen Robert Hall, 280 Brook 101",Physical location published,Meeks/Dawes,S,Active,A,false,2026-09-09,2026-12-21,"TTh 1pm-2:20pm in Stephen Robert Hall, 280 Brook 101",https://cab.brown.edu/
Fall 2026,202610,AFRI 1330,Africana Studies Junior Seminar,S01,15214,TTh 2:30pm-3:50pm,Churchill House 206,Physical location published,A. LeSure,S,Active,A,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in Churchill House 206,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S01,10162,TBA,TBA,TBA,L. Seifert,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S02,10163,TBA,TBA,TBA,K. Gallon,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S03,10164,TBA,TBA,TBA,B. Bogues,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S04,10165,TBA,TBA,TBA,M. Scott,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S06,10166,TBA,TBA,TBA,B. Meeks,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S07,10167,TBA,TBA,TBA,N. Rooks,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S08,10168,TBA,TBA,TBA,M. Guterl,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S09,10169,TBA,TBA,TBA,P. Lewis,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S10,10170,TBA,TBA,TBA,M. Guterl,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S11,10171,TBA,TBA,TBA,F. Hamlin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S12,10172,TBA,TBA,TBA,L. Biggs,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 1970,Independent Reading and Research,S13,10173,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2003,Performing Blackness: Critical Acts,S01,16065,M 3pm-5:30pm,Churchill House BASSPA AUD,Physical location published,L. Biggs,S,Active,A,false,2026-09-09,2026-12-21,M 3pm-5:30pm in Churchill House BASSPA AUD,https://cab.brown.edu/
Fall 2026,202610,AFRI 2970,Preliminary Examination Preparation,S01,13272,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S01,10175,TBA,TBA,TBA,B. Bogues,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S02,10176,TBA,TBA,TBA,K. Gallon,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S03,10177,TBA,TBA,TBA,K. Blain,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S05,10178,TBA,TBA,TBA,F. Hamlin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S06,10179,TBA,TBA,TBA,P. Lewis,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S07,10180,TBA,TBA,TBA,N. Rooks,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S08,10181,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2980,Graduate Level Independent Reading and Research,S10,10182,TBA,TBA,TBA,B. Meeks,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AFRI 2990,Thesis Preparation,S01,13273,TBA,TBA,TBA,TBD,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 0192W,"Faultlines: Race, Art, and the American Landscape",S01,13995,TTh 10:30am-11:50am,Page-Robinson Hall 203,Physical location published,K. Yin,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in Page-Robinson Hall 203,https://cab.brown.edu/
Fall 2026,202610,AMST 0192X,Sex in the Digital Age,S01,14938,TTh 1pm-2:20pm,Page-Robinson Hall 302,Physical location published,A. Chun,S,Full,F,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in Page-Robinson Hall 302,https://cab.brown.edu/
Fall 2026,202610,AMST 0601J,Popular Culture in the United States,S01,14937,MWF 10am-10:50am,Sciences Library 315,Physical location published,R. Baldoz,S,Active,A,false,2026-09-09,2026-12-21,MWF 10am-10:50am in Sciences Library 315,https://cab.brown.edu/
Fall 2026,202610,AMST 1900T,"Disability: History, Theory, and Bodily Difference",S01,13991,M 3pm-5:30pm,Page-Robinson Hall 503,Physical location published,D. Weinstein,S,Full,F,false,2026-09-09,2026-12-21,M 3pm-5:30pm in Page-Robinson Hall 503,https://cab.brown.edu/
Fall 2026,202610,AMST 1907C,James Baldwin (ENGL 1711S),,15752,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 1907L,Forming Latinx Literature,S01,13992,TTh 2:30pm-3:50pm,Page-Robinson Hall 201,Physical location published,R. Rodriguez,S,Active,A,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in Page-Robinson Hall 201,https://cab.brown.edu/
Fall 2026,202610,AMST 1907M,"Nationalizing Narratives: Race, Nationalism, and the American Novel (ENGL 1710M)",,16123,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 1907N,Harlem Renaissance: The Politics of Culture (ENGL 1710I),,16183,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 1907P,Music and Disability (MUSC 1246),,16182,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S06,10183,TBA,TBA,TBA,K. Murphy,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S07,10184,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S12,10185,TBA,TBA,TBA,E. Shih,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S16,10186,TBA,TBA,TBA,S. Zipp,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S17,10187,TBA,TBA,TBA,S. Smulyan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S26,10188,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S27,10189,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S28,10190,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1970,Independent Reading and Research,S30,10191,TBA,TBA,TBA,K. Miller,I,Full,F,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 1977H,Critical Race Theory Now (HMAN 1977H),,16122,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 2010,Introduction to American Studies,S01,13993,F 3pm-5:30pm in Nicholson House 101,Not published in CAB,Physical location not yet published,R. Rodriguez,S,Active,A,false,2026-09-09,2026-12-21,F 3pm-5:30pm in Nicholson House 101,https://cab.brown.edu/
Fall 2026,202610,AMST 2221L,Native Feminist Thought,S01,13994,W 3pm-5:30pm in Nicholson House 101,Not published in CAB,Physical location not yet published,J. Fremland,S,Active,A,false,2026-09-09,2026-12-21,W 3pm-5:30pm in Nicholson House 101,https://cab.brown.edu/
Fall 2026,202610,AMST 2221N,Popular Science (HMAN 2402M),,16121,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,AMST 2520,American Studies: Professional Issues in American Studies,S01,15530,Th 9:30am-11am in Maddock Alumni Center 302,Not published in CAB,Physical location not yet published,L. Alvarado,S,Active,A,false,2026-09-09,2026-12-21,Th 9:30am-11am in Maddock Alumni Center 302,https://cab.brown.edu/
Fall 2026,202610,AMST 2660,Projects in Public Humanities,S01,10192,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2660,Projects in Public Humanities,S02,10193,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2660,Projects in Public Humanities,S05,10194,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2660,Projects in Public Humanities,S06,10195,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2660,Projects in Public Humanities,S07,10196,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S01,16137,TBA,TBA,TBA,K. Murphy,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S02,13515,TBA,TBA,TBA,C. Rea,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S03,10197,TBA,TBA,TBA,E. Hu-Dehart,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S04,10198,TBA,TBA,TBA,L. Alvarado,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S05,10199,TBA,TBA,TBA,E. Shih,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S14,10200,TBA,TBA,TBA,R. Rodriguez,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S16,10201,TBA,TBA,TBA,S. Zipp,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S17,10202,TBA,TBA,TBA,S. Smulyan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S19,10203,TBA,TBA,TBA,L. Joyrich,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S26,10204,TBA,TBA,TBA,K. Miller,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S28,10205,TBA,TBA,TBA,K. Escudero,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S34,10206,TBA,TBA,TBA,M. Scott,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S38,10207,TBA,TBA,TBA,S. Lee,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S40,10208,TBA,TBA,TBA,F. Hamlin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S46,10209,TBA,TBA,TBA,R. Liu,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S47,10210,TBA,TBA,TBA,L. Fisher,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S48,10211,TBA,TBA,TBA,R. Baldoz,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S49,10212,TBA,TBA,TBA,J. Fremland,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2920,Independent Reading and Research,S50,10213,TBA,TBA,TBA,R. Baldoz,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S01,16100,TBA,TBA,TBA,R. Baldoz,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S02,14505,TBA,TBA,TBA,L. Lopez Sanders,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S05,10214,TBA,TBA,TBA,M. Gomez-Barris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S06,10215,TBA,TBA,TBA,L. Fisher,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S14,10216,TBA,TBA,TBA,R. Rodriguez,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S16,10217,TBA,TBA,TBA,S. Zipp,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S17,10218,TBA,TBA,TBA,S. Smulyan,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S19,10219,TBA,TBA,TBA,L. Joyrich,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S24,10220,TBA,TBA,TBA,D. Kim,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S26,10221,TBA,TBA,TBA,K. Miller,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S28,10222,TBA,TBA,TBA,K. Escudero,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S34,10223,TBA,TBA,TBA,S. Zipp,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2921,Independent Reading and Research,S44,10224,TBA,TBA,TBA,A. Abdur-Rahman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S04,10225,TBA,TBA,TBA,E. Shih,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S06,10226,TBA,TBA,TBA,M. Gomez-Barris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S18,10227,TBA,TBA,TBA,N. Shibusawa,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S26,10228,TBA,TBA,TBA,K. Miller,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S32,10229,TBA,TBA,TBA,M. Scott,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S33,10230,TBA,TBA,TBA,M. Guterl,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2922,Independent Reading and Research,S34,10231,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S06,10232,TBA,TBA,TBA,M. Gomez-Barris,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S24,10233,TBA,TBA,TBA,D. Kim,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S28,10234,TBA,TBA,TBA,K. Escudero,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S32,10235,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S34,10236,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S40,10237,TBA,TBA,TBA,F. Hamlin,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2923,Independent Reading and Research,S44,10238,TBA,TBA,TBA,A. Abdur-Rahman,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2950,Independent Reading and Research in Public Humanities,S01,10239,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2950,Independent Reading and Research in Public Humanities,S02,10240,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2950,Independent Reading and Research in Public Humanities,S06,10241,TBA,TBA,TBA,TBD,I,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,AMST 2990,Thesis Preparation,S01,13275,TBA,TBA,TBA,R. Schneider,E,Active,A,false,2026-09-09,2026-12-21,TBA,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C01,13764,F 11am-11:50am,Friedman Hall 108,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 11am-11:50am in Friedman Hall 108,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C02,13765,F 10am-10:50am,Giddings House 103,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 10am-10:50am in Giddings House 103,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C03,13766,F 11am-11:50am,Giddings House 103,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 11am-11:50am in Giddings House 103,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C04,13767,F 10am-10:50am,130 Hope St (Feinstein Bldg.) 104,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 10am-10:50am in 130 Hope St (Feinstein Bldg.) 104,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C05,13768,F 11am-11:50am,130 Hope St (Feinstein Bldg.) 104,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 11am-11:50am in 130 Hope St (Feinstein Bldg.) 104,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,C06,13769,F 12pm-12:50pm,Giddings House 202,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 12pm-12:50pm in Giddings House 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 0100,Introduction to Cultural Anthropology,S01,13685,MW 11am-11:50am,Friedman Hall 108,Physical location published,M. Lennon,S,Active,A,false,2026-09-09,2026-12-21,MW 11am-11:50am in Friedman Hall 108,https://cab.brown.edu/
Fall 2026,202610,ANTH 0112,Anthropology for Global Leaders,S01,13691,TTh 10:30am-11:50am,111 Thayer St-Watson Institute 112,Physical location published,L. DiCarlo,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in 111 Thayer St-Watson Institute 112,https://cab.brown.edu/
Fall 2026,202610,ANTH 0350,Suffering and Compassion,C01,14294,F 9am-9:50am,Friedman Hall 108,Physical location published,TBD,C,Full,F,false,2026-09-09,2026-12-21,F 9am-9:50am in Friedman Hall 108,https://cab.brown.edu/
Fall 2026,202610,ANTH 0350,Suffering and Compassion,C02,14295,F 12pm-12:50pm,130 Hope St (Feinstein Bldg.) 104,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 12pm-12:50pm in 130 Hope St (Feinstein Bldg.) 104,https://cab.brown.edu/
Fall 2026,202610,ANTH 0350,Suffering and Compassion,C03,14296,F 12pm-12:50pm,Giddings House 103,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 12pm-12:50pm in Giddings House 103,https://cab.brown.edu/
Fall 2026,202610,ANTH 0350,Suffering and Compassion,C04,14297,F 10am-10:50am,Bio Med Center 202,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 10am-10:50am in Bio Med Center 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 0350,Suffering and Compassion,S01,14234,MW 9am-9:50am,Friedman Hall 108,Physical location published,M. Berman,S,Active,A,false,2026-09-09,2026-12-21,MW 9am-9:50am in Friedman Hall 108,https://cab.brown.edu/
Fall 2026,202610,ANTH 0500,Past Forward: Discovering Anthropological Archaeology,C01,13770,F 10am-10:50am,Giddings House 202,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 10am-10:50am in Giddings House 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 0500,Past Forward: Discovering Anthropological Archaeology,C02,13771,F 11am-11:50am,Giddings House 202,Physical location published,TBD,C,Active,A,false,2026-09-09,2026-12-21,F 11am-11:50am in Giddings House 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 0500,Past Forward: Discovering Anthropological Archaeology,S01,13686,MW 10am-10:50am,Bio Med Center 202,Physical location published,VanValkenburgh/Bestock,S,Active,A,false,2026-09-09,2026-12-21,MW 10am-10:50am in Bio Med Center 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 0775,Farm to Table: Foodways and Gastro-Politics in the Ancient Near East (ARCH 0775),,15902,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,ANTH 1202,"Oceanic Methods, Archipelagic Thinking, and Tidal Ethnographies (HMAN 1201A)",,15903,,See primary listing,Cross-listed reference,See details,0,Cross-listed reference,X,false,2026-09-09,2026-12-21,,https://cab.brown.edu/
Fall 2026,202610,ANTH 1215,The Anthropology of Aging,S01,13692,TTh 1pm-2:20pm,111 Thayer St-Watson Institute 112,Physical location published,L. DiCarlo,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in 111 Thayer St-Watson Institute 112,https://cab.brown.edu/
Fall 2026,202610,ANTH 1242,Bioethics and Culture,S01,13690,TTh 2:30pm-3:50pm,Giddings House 103,Physical location published,K. Mason,S,Full,F,false,2026-09-09,2026-12-21,TTh 2:30pm-3:50pm in Giddings House 103,https://cab.brown.edu/
Fall 2026,202610,ANTH 1329,Anthropology of Things: Culture and Circulation of Commodities,S01,15720,TTh 1pm-2:20pm,Giddings House 202,Physical location published,R. Moral,S,Active,A,false,2026-09-09,2026-12-21,TTh 1pm-2:20pm in Giddings House 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 1510A,Theorizing Reproductive In/Justice,S01,15607,W 3pm-5:30pm,Giddings House 202,Physical location published,A. Basmajian,S,Active,A,false,2026-09-09,2026-12-21,W 3pm-5:30pm in Giddings House 202,https://cab.brown.edu/
Fall 2026,202610,ANTH 1558,Queer Ethnography,S01,16361,TTh 9am-10:20am,Giddings House 103,Physical location published,S. Chant,S,Active,A,false,2026-09-09,2026-12-21,TTh 9am-10:20am in Giddings House 103,https://cab.brown.edu/
Fall 2026,202610,ANTH 1622,Archaeology of Settler Colonialism,S01,14233,TTh 10:30am-11:50am,130 Hope St (Feinstein Bldg.) 104,Physical location published,P. Rubertone,S,Active,A,false,2026-09-09,2026-12-21,TTh 10:30am-11:50am in 130 Hope St (Feinstein Bldg.) 104,https://cab.brown.edu/
Fall 2026,202610,ANTH 1760,The Body and the World: Disability and Culture in Everyday Life,S01,13689,M 3pm-5:30pm,Giddings House 103,Physical location published,K. Fernandes,S,Full,F,false,2026-09-09,2026-12-21,M 3pm-5:30pm in Giddings House 103,https://cab.brown.edu/
