osm_type,osm_id,name,brown_relevant_hint,building_type,amenity,operator,owner,address_number,address_street,address_city,address_state,address_postcode,levels,wikidata,wikipedia,website,latitude,longitude,osm_url,source_url,license
way,142016963,,false,house,,,,,,,,,,,,,41.8229798,-71.3938237,https://www.openstreetmap.org/way/142016963,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016968,,false,house,,,,,,,,,,,,,41.8216643,-71.3932748,https://www.openstreetmap.org/way/142016968,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016975,,false,house,,,,,,,,,,,,,41.8220789,-71.3933213,https://www.openstreetmap.org/way/142016975,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016978,,false,house,,,,,,,,,,,,,41.8240984,-71.3938262,https://www.openstreetmap.org/way/142016978,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016986,,false,house,,,,,,,,,,,,,41.8223811,-71.3930509,https://www.openstreetmap.org/way/142016986,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016988,,false,house,,,,,,,,,,,,,41.8241732,-71.3929842,https://www.openstreetmap.org/way/142016988,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016996,,false,garage,,,,,,,,,,,,,41.8214132,-71.3929601,https://www.openstreetmap.org/way/142016996,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142016999,,false,house,,,,,,,,,,,,,41.8230735,-71.3933069,https://www.openstreetmap.org/way/142016999,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017000,,false,house,,,,,,,,,,,,,41.8227994,-71.3930581,https://www.openstreetmap.org/way/142017000,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017004,,false,house,,,,,,,,,,,,,41.8204835,-71.3931622,https://www.openstreetmap.org/way/142017004,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017017,,false,house,,,,,,,,,,,,,41.8234243,-71.3933571,https://www.openstreetmap.org/way/142017017,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017022,,false,house,,,,500,Wickenden Street,Providence,RI,02903,,,,,41.8202888,-71.393122,https://www.openstreetmap.org/way/142017022,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017023,,false,house,,,,,,,,,,,,,41.8231459,-71.3938407,https://www.openstreetmap.org/way/142017023,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017034,,false,house,,,,10,Trenton Street,Providence,RI,02906,,,,,41.8211269,-71.3932404,https://www.openstreetmap.org/way/142017034,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017035,,false,house,,,,14,Trenton Street,Providence,RI,02906,,,,,41.8211718,-71.3930338,https://www.openstreetmap.org/way/142017035,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017036,,false,house,,,,,,,,,,,,,41.8219533,-71.3929852,https://www.openstreetmap.org/way/142017036,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017040,,false,house,,,,,,,,,,,,,41.823989,-71.3938386,https://www.openstreetmap.org/way/142017040,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017046,,false,house,,,,1,Trenton Street,Providence,RI,02906,,,,,41.8206913,-71.3935652,https://www.openstreetmap.org/way/142017046,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017050,,false,house,,,,,,,,,,,,,41.8211264,-71.3935865,https://www.openstreetmap.org/way/142017050,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017061,,false,house,,,,,,,,,,,,,41.8216779,-71.3929756,https://www.openstreetmap.org/way/142017061,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017066,,false,house,,,,290,Williams Street,,,,,,,,41.8230861,-71.393144,https://www.openstreetmap.org/way/142017066,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017067,,false,house,,,,,,,,,,,,,41.8216433,-71.3934464,https://www.openstreetmap.org/way/142017067,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017070,,false,house,,,,,,,,,,,,,41.8205593,-71.3932616,https://www.openstreetmap.org/way/142017070,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017076,,false,yes,,,,,,,,,,,,,41.8224999,-71.3937704,https://www.openstreetmap.org/way/142017076,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017095,,false,house,,,,,,,,,,,,,41.823425,-71.3935252,https://www.openstreetmap.org/way/142017095,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017101,,false,house,,,,,,,,,3,,,,41.8232989,-71.3938635,https://www.openstreetmap.org/way/142017101,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017107,,false,house,,,,,,,,,,,,,41.822555,-71.3930084,https://www.openstreetmap.org/way/142017107,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017112,,false,house,,,,,,,,,,,,,41.8241458,-71.3931486,https://www.openstreetmap.org/way/142017112,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017119,,false,house,,,,7,East Transit Street,Providence,RI,02906,,,,,41.8214148,-71.3933965,https://www.openstreetmap.org/way/142017119,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017120,,false,house,,,,,,,,,,,,,41.8238312,-71.3938883,https://www.openstreetmap.org/way/142017120,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017124,,false,house,,,,285,Williams Street,,,,,,,,41.8227693,-71.3932185,https://www.openstreetmap.org/way/142017124,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017138,,false,house,,,,2,Trenton Street,Providence,RI,02906,,,,,41.8209294,-71.3935804,https://www.openstreetmap.org/way/142017138,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017205,,false,house,,,,13;15,,,,,,,,,41.8254719,-71.3933104,https://www.openstreetmap.org/way/142017205,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017209,,false,house,,,,7,,,,,,,,,41.8254557,-71.393492,https://www.openstreetmap.org/way/142017209,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017210,,false,house,,,,22;24,,,,,,,,,41.8244508,-71.3932953,https://www.openstreetmap.org/way/142017210,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017215,,false,house,,,,16;18,,,,,,,,,41.8244259,-71.393472,https://www.openstreetmap.org/way/142017215,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017217,,false,house,,,,141,Governor Street,Providence,RI,02906,,,,,41.8254505,-71.3937132,https://www.openstreetmap.org/way/142017217,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017220,,false,house,,,,115,,,,,,,,,41.8244141,-71.3937728,https://www.openstreetmap.org/way/142017220,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017221,,false,house,,,,32;32,,,,,,,,,41.8244743,-71.3929452,https://www.openstreetmap.org/way/142017221,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017224,,false,house,,,,,,,,,,,,,41.8246025,-71.393737,https://www.openstreetmap.org/way/142017224,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017225,,false,house,,,,26;28;30,,,,,,,,,41.8244532,-71.3931086,https://www.openstreetmap.org/way/142017225,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017228,,false,house,,,,21,,,,,,,,,41.8254831,-71.3931219,https://www.openstreetmap.org/way/142017228,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017331,,false,house,,,,153;155,,,,,,,,,41.8260061,-71.3935903,https://www.openstreetmap.org/way/142017331,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017332,,false,house,,,,159,,,,,,,,,41.8261414,-71.3935704,https://www.openstreetmap.org/way/142017332,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017343,,false,house,,,,145;147,,,,,,,,,41.8257427,-71.3936338,https://www.openstreetmap.org/way/142017343,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017355,,false,house,,,,,,,,,,,,,41.8258073,-71.3930119,https://www.openstreetmap.org/way/142017355,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017360,,false,house,,,,10;12,,,,,,,,,41.8257521,-71.3934237,https://www.openstreetmap.org/way/142017360,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017365,,false,house,,,,,,,,,,,,,41.8261311,-71.3933191,https://www.openstreetmap.org/way/142017365,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,142017370,,false,house,,,,15;17,Pitman Street,,,,,,,,41.8261663,-71.3930453,https://www.openstreetmap.org/way/142017370,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668941,Watson Center for Information Technology,true,university,,,,115,Waterman Street,Providence,RI,02912,,,,,41.8270237,-71.3995974,https://www.openstreetmap.org/way/166668941,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668943,Salomon Center for Teaching,true,university,,,,79,Waterman Street,,,02912,2,,,,41.8265346,-71.4025051,https://www.openstreetmap.org/way/166668943,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668947,University Hall,true,university,,,,1,Prospect Street,,,02912,4,Q7894710,en:University Hall (Brown University),,41.8261476,-71.4038479,https://www.openstreetmap.org/way/166668947,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668948,John Carter Brown Library,true,university,library,Brown University,,94,George Street,Providence,RI,02912,1,Q6225372,en:John Carter Brown Library,https://www.brown.edu/academics/libraries/john-carter-brown/,41.8255865,-71.4024428,https://www.openstreetmap.org/way/166668948,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668949,Stephen Robert '62 Campus Center,false,yes,,,,75,Waterman Street,,,02912,4,,,,41.8268459,-71.4029591,https://www.openstreetmap.org/way/166668949,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668951,Slater Hall,true,university,,,,70,George Street,,,02912,3,,,,41.8257748,-71.4038519,https://www.openstreetmap.org/way/166668951,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668954,Manning Hall,true,university,,,,21,Prospect Street,,,02912,,,,,41.8264647,-71.4038699,https://www.openstreetmap.org/way/166668954,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668955,Hope College,true,dormitory,,,,71,Waterman Street,,,02912,,,,,41.8267443,-71.4038718,https://www.openstreetmap.org/way/166668955,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668956,Marston Hall,true,university,,,,346,Brook Street,,,02912,,,,,41.8266615,-71.3995372,https://www.openstreetmap.org/way/166668956,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668957,Sayles Hall,true,university,,,,81,Waterman Street,,,02912,2,,,,41.8261968,-71.4025844,https://www.openstreetmap.org/way/166668957,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668958,Friedman Hall,true,university,,,,90,Waterman Street,,,02912,2,,,,41.8258766,-71.4024829,https://www.openstreetmap.org/way/166668958,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,166668959,Rhode Island Hall,true,university,,,,60,George Street,,,02912,2,,,,41.8254846,-71.4038725,https://www.openstreetmap.org/way/166668959,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176918224,Lyman Hall,false,yes,,,,83,Waterman Street,,,02912,,,,,41.8266024,-71.4018592,https://www.openstreetmap.org/way/176918224,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176918225,John Hay Library,false,yes,,,,20-34,Prospect Street,,,02912,,,,,41.8264384,-71.4050001,https://www.openstreetmap.org/way/176918225,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176918226,BERT,false,school,,,,85,Waterman Street,,,02912,5,,,,41.8269068,-71.4019496,https://www.openstreetmap.org/way/176918226,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176918227,Page-Robinson Hall,true,university,,,,69,Brown Street,Providence,RI,02912,6,,,,41.8274508,-71.4028297,https://www.openstreetmap.org/way/176918227,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982304,Maxcy Hall,true,university,,,,108,George Street,,,02912,,,,,41.8259267,-71.4020305,https://www.openstreetmap.org/way/176982304,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982305,Littlefield Hall,true,dormitory,,,,102,George Street,,,02912,,,,,41.8256566,-71.4020224,https://www.openstreetmap.org/way/176982305,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982691,Hegeman Hall,true,dormitory,,,,128,George Street,,,02912,,,,,41.825839,-71.4007637,https://www.openstreetmap.org/way/176982691,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982692,Gardner House,false,yes,,,,106,George Street,,,02912,,Q6283731,,,41.8255818,-71.401819,https://www.openstreetmap.org/way/176982692,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982693,Caswell Hall,true,dormitory,,,,168,Thayer Street,,,02912,,,,,41.8261315,-71.4006574,https://www.openstreetmap.org/way/176982693,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,176982694,Lincoln Field Building,true,university,,,,180,Thayer Street,,,02912,3,,,,41.8260339,-71.4012842,https://www.openstreetmap.org/way/176982694,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177011606,,false,yes,,,,109,Brown Street,,,02912,,,,,41.8298061,-71.4032845,https://www.openstreetmap.org/way/177011606,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177011607,West House,false,yes,,,,91,Brown Street,,,,,,,,41.8291182,-71.4031786,https://www.openstreetmap.org/way/177011607,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177011608,Pembroke Hall,true,university,,,,172,Meeting Street,,,02912,,,,,41.8292134,-71.4027979,https://www.openstreetmap.org/way/177011608,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177011609,Sidney Frank Hall,true,university,,,,185,Meeting Street,,,02912,,,,,41.8287737,-71.4018985,https://www.openstreetmap.org/way/177011609,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016102,Brown Center for Students of Color,false,yes,,,,68,Brown Street,Providence,,02912,3,,,,41.8272274,-71.4033051,https://www.openstreetmap.org/way/177016102,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016103,Vartan Gregorian Quad A,false,yes,,,,101,Thayer Street,,,02912,,,,,41.8234911,-71.3996225,https://www.openstreetmap.org/way/177016103,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016105,180 George,true,university,,,,180,George Street,,,02912,,,,,41.8259154,-71.3988114,https://www.openstreetmap.org/way/177016105,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016106,219 Bowen,false,yes,,,,219,Bowen Street,,,02912,,,,,41.8305948,-71.4017541,https://www.openstreetmap.org/way/177016106,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016108,Walter Hall,false,yes,,,,80,Waterman Street,,,02912,,,,,41.8273121,-71.4025518,https://www.openstreetmap.org/way/177016108,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016110,Brown University Department of Modern Culture and Media,true,house,,,,155,George Street,,,,,,,,41.8253843,-71.3997085,https://www.openstreetmap.org/way/177016110,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016113,,false,yes,,,,129,Angell Street,,,,,,,,41.8277662,-71.4024195,https://www.openstreetmap.org/way/177016113,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016116,169 Angell,false,yes,,,,169,Angell Street,,,02912,,,,,41.827867,-71.4008884,https://www.openstreetmap.org/way/177016116,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016118,Engineering Research Center,true,university,,,,345,Brook Street,Providence,RI,02912,4,,,,41.826423,-71.39851,https://www.openstreetmap.org/way/177016118,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016120,Barus Building,true,university,,,,340,Brook Street,,,02912,,,,,41.8262783,-71.3993986,https://www.openstreetmap.org/way/177016120,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016121,Chapin House,true,dormitory,,,,116,Thayer Street,,,02912,,,,,41.8244916,-71.4004321,https://www.openstreetmap.org/way/177016121,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016123,Minden Hall,true,dormitory,,,,121,Waterman Street,Providence,RI,02912,8,,,,41.8272775,-71.3989761,https://www.openstreetmap.org/way/177016123,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016125,Wayland,true,dormitory,,,,31,Brown Street,,,02912,,,,,41.8250099,-71.4023872,https://www.openstreetmap.org/way/177016125,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016127,New Pembroke 3,true,dormitory,,,,308,Thayer Street,,,02912,,,,,41.8306243,-71.4014385,https://www.openstreetmap.org/way/177016127,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016129,Arnold Lab,true,university,,,,91,Waterman Street,,,,,,,,41.8269488,-71.401156,https://www.openstreetmap.org/way/177016129,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016133,Annmary Brown Memorial,false,yes,,,,21,Brown Street,,RI,02912,,Q4769571,en:Annmary Brown Memorial,,41.8242942,-71.4022958,https://www.openstreetmap.org/way/177016133,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016137,,false,yes,,,,68 1/2,Brown Street,,,,,,,,41.8273714,-71.4033249,https://www.openstreetmap.org/way/177016137,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016140,Vartan Gregorian Quad B,false,yes,,,,101,Thayer Street,,,02912,,,,,41.8233439,-71.3997254,https://www.openstreetmap.org/way/177016140,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016141,Buxton House,true,dormitory,,,,27,Brown Street,,,02912,,,,,41.8245165,-71.4023411,https://www.openstreetmap.org/way/177016141,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016142,,false,yes,,,,297,Thayer Street,Providence,,02906,,,,,41.8302178,-71.4007506,https://www.openstreetmap.org/way/177016142,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016143,Mencoff Hall,false,yes,,,,68,Waterman Street,,,02912,,,,,41.8272606,-71.4040632,https://www.openstreetmap.org/way/177016143,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016144,New Pembroke 2,true,dormitory,,,,306,Thayer Street,,,02912,,,,,41.8304544,-71.4015081,https://www.openstreetmap.org/way/177016144,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016145,164 Angel,false,yes,,,,164-176,Angell Street,,,02912,,,,,41.8283121,-71.4010129,https://www.openstreetmap.org/way/177016145,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016146,Churchill House,false,yes,,,,155,Angell Street,,,02912,,,,,41.827766,-71.4015693,https://www.openstreetmap.org/way/177016146,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016147,Olney House,true,dormitory,,,,29,Brown Street,,,02912,,,,,41.8245692,-71.4019287,https://www.openstreetmap.org/way/177016147,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016148,,false,yes,,,,127,Angell Street,,,,,,,,41.8277759,-71.4025486,https://www.openstreetmap.org/way/177016148,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016149,,false,yes,,,,70,Waterman Street,,,,,,,,41.8271937,-71.4038251,https://www.openstreetmap.org/way/177016149,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016150,Hemisphere Building,false,yes,,,,167,Angell Street,,,02912,,,,,41.8278507,-71.4010717,https://www.openstreetmap.org/way/177016150,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016151,Sharpe Refectory,false,yes,cafe,,,144,Thayer Street,,,02912,1,,,https://brown.cafebonappetit.com/cafe/sharpe-refectory/,41.8251132,-71.4008359,https://www.openstreetmap.org/way/177016151,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016153,Sears House,true,dormitory,,,,113,George Street,Providence,RI,02912,3,,,,41.825278,-71.4017339,https://www.openstreetmap.org/way/177016153,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016154,Andrews House,true,university,,,,13,Brown Street,,,02912,,,,,41.8239738,-71.4023116,https://www.openstreetmap.org/way/177016154,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016155,Metcalf Research Building,true,university,,,,190,Thayer Street,,,,,,,,41.8267539,-71.4009817,https://www.openstreetmap.org/way/177016155,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016157,Hillel House,false,yes,,,,80,Brown Street,Providence,RI,,,,,,41.8280724,-71.4036065,https://www.openstreetmap.org/way/177016157,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016158,New Pembroke 4,true,dormitory,,,,300,Thayer Street,,,02912,,,,,41.8303432,-71.4011074,https://www.openstreetmap.org/way/177016158,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016159,Goddard,true,dormitory,,,,39,Charlesfield Street,,,02912,,,,,41.8241256,-71.4012238,https://www.openstreetmap.org/way/177016159,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016160,Marcy House,true,dormitory,,,,115,George Street,,,02912,,,,,41.82472,-71.4012695,https://www.openstreetmap.org/way/177016160,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016161,Prince Engineering Lab,true,university,,,,355,Brook Street,Providence,RI,02912,,,,,41.8268165,-71.398555,https://www.openstreetmap.org/way/177016161,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016162,,false,yes,,,,72,Waterman Street,,,,,,,,41.8272656,-71.4036511,https://www.openstreetmap.org/way/177016162,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016163,,false,yes,,,,,,,,,,,,,41.8276489,-71.4037934,https://www.openstreetmap.org/way/177016163,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016164,Urban Environmental Lab,false,school,,,,135,Angell Street,Providence,RI,02912,2,,,,41.8276678,-71.4021759,https://www.openstreetmap.org/way/177016164,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016165,,false,yes,,,,125;127,Waterman Street,Providence,RI,02912,,,,,41.8272841,-71.3985485,https://www.openstreetmap.org/way/177016165,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016166,,false,yes,,,,315,Thayer Street,,,02912,,,,,41.83063,-71.4007439,https://www.openstreetmap.org/way/177016166,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016167,Perry and Marty Granoff Center for the Creative Arts,true,university,,,,154,Angell Street,,,02912,,,,,41.8282646,-71.4014295,https://www.openstreetmap.org/way/177016167,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016168,182 George,true,university,,,,182,George Street,,,02912,,,,,41.8259678,-71.3983712,https://www.openstreetmap.org/way/177016168,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016169,,false,yes,,,,135,Thayer Street,,,02912,,,,,41.8249806,-71.4000751,https://www.openstreetmap.org/way/177016169,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016170,Harkness House,true,dormitory,,,,47,Charlesfield Street,,,02912,,,,,41.8240187,-71.4006855,https://www.openstreetmap.org/way/177016170,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016171,Diman House,true,dormitory,,,,41,Charlesfield Street,,,02912,,,,,41.82453,-71.4014537,https://www.openstreetmap.org/way/177016171,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016172,Robinson Hall,true,university,,,,64,Waterman Street,,,02912,,,,,41.8272086,-71.4043971,https://www.openstreetmap.org/way/177016172,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016173,Peter Green House,false,yes,,,,79,Brown Street,,,02912,,,,,41.8280888,-71.4029058,https://www.openstreetmap.org/way/177016173,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177016174,,false,yes,,,,5,,,,,,,,,41.8244389,-71.4041763,https://www.openstreetmap.org/way/177016174,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075290,Lippitt House,false,yes,,,,96,Waterman Street,Providence,RI,02912,,,,,41.8274171,-71.4013043,https://www.openstreetmap.org/way/177075290,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075293,,false,yes,,,,98;100,,,,,,,,,41.8274378,-71.4010741,https://www.openstreetmap.org/way/177075293,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075294,Grimshaw-Gudewicz Biomedical Building,true,university,,,,81-89,Brown Street,,,02912,,,,,41.8286634,-71.4023011,https://www.openstreetmap.org/way/177075294,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075295,Prospect House,false,yes,,,,36,Prospect Street,Providence,RI,02912,3,,,,41.8267733,-71.4049122,https://www.openstreetmap.org/way/177075295,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075298,Power Street Parking Structure,true,yes,parking,Brown University,,101,Power Street,Providence,RI,,2,,,,41.822715,-71.3993303,https://www.openstreetmap.org/way/177075298,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075299,Biomedical Center,true,university,,,,171,Meeting Street,,,02912,,,,,41.8285996,-71.4029455,https://www.openstreetmap.org/way/177075299,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075301,,false,yes,,,,,,,,,,,,,41.8274786,-71.4038565,https://www.openstreetmap.org/way/177075301,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075302,Graduate Center E,false,yes,,,,42,Charlesfield Street,,,02912,,,,,41.8233797,-71.4007687,https://www.openstreetmap.org/way/177075302,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075305,The Center for the Study of Slavery and Justice (CSSJ),false,house,,,,94,Waterman Street,Providence,RI,,,,,,41.8273964,-71.4015191,https://www.openstreetmap.org/way/177075305,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075313,List Art Building,true,university,,,,62-64,College Street,Providence,RI,02912,5,,,,41.826469,-71.4054663,https://www.openstreetmap.org/way/177075313,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075314,,false,yes,,,,8,Fones Alley,Providence,,02912,,,,,41.8274413,-71.4042023,https://www.openstreetmap.org/way/177075314,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075317,,false,yes,,,,,,,,,,,,,41.8276082,-71.4040377,https://www.openstreetmap.org/way/177075317,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075324,Corliss–Brackett House,false,yes,,,,45,Prospect Street,Providence,RI,02912,,Q5170913,,,41.8275897,-71.4044394,https://www.openstreetmap.org/way/177075324,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075425,,true,university,,,,59,Charlesfield Street,,,,3,,,,41.8241835,-71.3994321,https://www.openstreetmap.org/way/177075425,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177075426,Watson Institute for International Studies,true,university,,,,111,Thayer Street,,,02912,,Q7974826,en:Watson Institute for International and Public Affairs,,41.824376,-71.399849,https://www.openstreetmap.org/way/177075426,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177187101,,false,yes,,,,281,Benefit Street,,,,,,,,41.8249144,-71.4057007,https://www.openstreetmap.org/way/177187101,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
way,177187102,,false,yes,,,,,,,,,,,,,41.8243685,-71.4045052,https://www.openstreetmap.org/way/177187102,https://overpass-api.de/,"OpenStreetMap contributors, ODbL"
